
Generacion 2
[5, 2, 14, 12, 11, 0, 4, 10, 6, 5, 9, 11, 14, 13, 12] Aptitud = 2
[0, 7, 14, 13, 3, 1, 4, 10, 6, 5, 9, 11, 12, 13, 9] Aptitud = 4
[5, 2, 14, 8, 3, 1, 4, 10, 6, 5, 9, 11, 12, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 8, 2] Aptitud = 3
[0, 7, 14, 13, 3, 1, 6, 4, 3, 5, 9, 11, 12, 13, 9] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[5, 2, 14, 5, 3, 1, 4, 10, 6, 5, 9, 11, 12, 13, 9] Aptitud = 3
[0, 7, 14, 13, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3

Generacion 7
[5, 2, 14, 12, 11, 1, 0, 14, 3, 2, 7, 8, 14, 13, 12] Aptitud = 1
[0, 7, 13, 13, 10, 0, 6, 4, 6, 5, 9, 11, 12, 13, 9] Aptitud = 5
[0, 7, 14, 13, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[0, 7, 14, 13, 3, 1, 4, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[0, 7, 14, 13, 3, 1, 4, 10, 6, 5, 9, 11, 12, 13, 9] Aptitud = 4
[5, 2, 14, 12, 11, 1, 0, 14, 3, 2, 7, 8, 14, 13, 12] Aptitud = 1
[0, 7, 14, 13, 3, 1, 4, 10, 6, 5, 7, 8, 14, 13, 12] Aptitud = 2
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 8, 2] Aptitud = 3

Generacion 8
[5, 2, 14, 12, 11, 1, 14, 14, 3, 2, 7, 8, 14, 13, 12] Aptitud = 1
[0, 7, 14, 13, 3, 1, 4, 10, 6, 5, 9, 11, 12, 13, 9] Aptitud = 4
[0, 7, 14, 13, 3, 1, 4, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[0, 7, 14, 13, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[5, 2, 14, 12, 11, 1, 14, 14, 3, 2, 7, 8, 14, 13, 12] Aptitud = 1
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 8, 2] Aptitud = 3
[0, 7, 14, 13, 11, 1, 0, 14, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[0, 7, 13, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3

Generacion 9
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[0, 7, 14, 13, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[0, 7, 14, 13, 3, 1, 4, 10, 6, 5, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 2
[5, 2, 14, 12, 11, 1, 14, 14, 3, 2, 7, 8, 14, 13, 12] Aptitud = 1
[0, 7, 14, 13, 3, 1, 4, 10, 6, 2, 7, 8, 14, 13, 12] Aptitud = 2

Generacion 10
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 7, 14, 13, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[5, 7, 14, 13, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[5, 7, 14, 13, 3, 1, 4, 10, 6, 2, 7, 8, 14, 13, 12] Aptitud = 1
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 7, 14, 13, 3, 1, 4, 10, 6, 5, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 2

Generacion 11
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 2
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 14, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4

Generacion 12
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 8, 12, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 10, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4

Generacion 13
[0, 2, 14, 5, 10, 0, 6, 10, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 7, 8, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 2] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4

Generacion 14
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 2] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 10, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4

Generacion 15
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 10, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 2] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 7, 8, 2] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5

Generacion 16
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 14] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 2, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 2] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5

Generacion 17
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 14] Aptitud = 6
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4

Generacion 18
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 7, 11, 14, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4

Generacion 19
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 2, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5

Generacion 20
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 2, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 5

Generacion 21
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 7, 11, 14, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 5

Generacion 22
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 7, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 2, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4

Generacion 23
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 5, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 4, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4

Generacion 24
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 4, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 5, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4

Generacion 25
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 5, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 4

Generacion 26
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 6, 4, 1, 2, 9, 11, 12, 13, 12] Aptitud = 5
[0, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4

Generacion 27
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[5, 2, 14, 5, 10, 0, 6, 4, 3, 9, 9, 11, 12, 13, 12] Aptitud = 5
[5, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 3
[5, 2, 14, 5, 10, 0, 6, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
[0, 2, 14, 5, 10, 0, 12, 4, 3, 2, 9, 11, 12, 13, 12] Aptitud = 4
